date,state,production,year
2010-08-01,south_carolina,,2010
2010-09-01,south_carolina,,2010
2010-10-01,south_carolina,,2010
2010-11-01,south_carolina,,2010
2010-12-01,south_carolina,,2010
2011-01-01,south_carolina,,2011
2011-02-01,south_carolina,,2011
2011-03-01,south_carolina,,2011
2011-04-01,south_carolina,,2011
2011-05-01,south_carolina,,2011
2011-06-01,south_carolina,,2011
2011-07-01,south_carolina,,2011
2011-08-01,south_carolina,,2011
2011-09-01,south_carolina,,2011
2011-10-01,south_carolina,,2011
2011-11-01,south_carolina,,2011
2011-12-01,south_carolina,,2011
2012-01-01,south_carolina,,2012
2012-02-01,south_carolina,,2012
2012-03-01,south_carolina,,2012
2012-04-01,south_carolina,,2012
2012-05-01,south_carolina,,2012
2012-06-01,south_carolina,,2012
2012-07-01,south_carolina,,2012
2012-08-01,south_carolina,,2012
2012-09-01,south_carolina,,2012
2012-10-01,south_carolina,,2012
2012-11-01,south_carolina,,2012
2012-12-01,south_carolina,,2012
2013-01-01,south_carolina,,2013
2013-02-01,south_carolina,,2013
2013-03-01,south_carolina,,2013
2013-04-01,south_carolina,,2013
2013-05-01,south_carolina,,2013
2013-06-01,south_carolina,,2013
2013-07-01,south_carolina,,2013
2013-08-01,south_carolina,,2013
2013-09-01,south_carolina,,2013
2013-10-01,south_carolina,,2013
2013-11-01,south_carolina,,2013
2013-12-01,south_carolina,,2013
2014-01-01,south_carolina,,2014
2014-02-01,south_carolina,,2014
2014-03-01,south_carolina,,2014
2014-04-01,south_carolina,,2014
2014-05-01,south_carolina,,2014
2014-06-01,south_carolina,,2014
2014-07-01,south_carolina,,2014
2014-08-01,south_carolina,,2014
2014-09-01,south_carolina,,2014
2014-10-01,south_carolina,,2014
2014-11-01,south_carolina,,2014
2014-12-01,south_carolina,,2014
2015-01-01,south_carolina,,2015
2015-02-01,south_carolina,,2015
2015-03-01,south_carolina,,2015
2015-04-01,south_carolina,,2015
2015-05-01,south_carolina,,2015
2015-06-01,south_carolina,,2015
2015-07-01,south_carolina,,2015
2015-08-01,south_carolina,,2015
2015-09-01,south_carolina,,2015
2015-10-01,south_carolina,,2015
2015-11-01,south_carolina,,2015
2015-12-01,south_carolina,,2015
2016-01-01,south_carolina,,2016
2016-02-01,south_carolina,,2016
2016-03-01,south_carolina,,2016
2016-04-01,south_carolina,,2016
2016-05-01,south_carolina,,2016
2016-06-01,south_carolina,,2016
2016-07-01,south_carolina,,2016
2016-08-01,south_carolina,,2016
2016-09-01,south_carolina,,2016
2016-10-01,south_carolina,,2016
2016-11-01,south_carolina,,2016
2016-12-01,south_carolina,,2016
2017-01-01,south_carolina,,2017
2017-02-01,south_carolina,,2017
2017-03-01,south_carolina,,2017
2017-04-01,south_carolina,,2017
2017-05-01,south_carolina,,2017
2017-06-01,south_carolina,,2017
2017-07-01,south_carolina,,2017
2017-08-01,south_carolina,,2017
2017-09-01,south_carolina,,2017
2017-10-01,south_carolina,,2017
2017-11-01,south_carolina,,2017
2017-12-01,south_carolina,,2017
2018-01-01,south_carolina,,2018
2018-02-01,south_carolina,,2018
2018-03-01,south_carolina,,2018
2018-04-01,south_carolina,,2018
2018-05-01,south_carolina,,2018
2018-06-01,south_carolina,,2018
2018-07-01,south_carolina,,2018
2018-08-01,south_carolina,,2018
2018-09-01,south_carolina,,2018
2018-10-01,south_carolina,,2018
2018-11-01,south_carolina,,2018
2018-12-01,south_carolina,,2018
2019-01-01,south_carolina,,2019
2019-02-01,south_carolina,,2019
2019-03-01,south_carolina,,2019
2019-04-01,south_carolina,,2019
2019-05-01,south_carolina,,2019
2019-06-01,south_carolina,,2019
2019-07-01,south_carolina,,2019
2019-08-01,south_carolina,,2019
2019-09-01,south_carolina,,2019
2019-10-01,south_carolina,,2019
2019-11-01,south_carolina,,2019
2019-12-01,south_carolina,,2019
2020-01-01,south_carolina,,2020
2020-02-01,south_carolina,,2020
2020-03-01,south_carolina,,2020
2020-04-01,south_carolina,,2020
2020-05-01,south_carolina,,2020
2020-06-01,south_carolina,,2020
2020-07-01,south_carolina,,2020
2020-08-01,south_carolina,,2020
2020-09-01,south_carolina,,2020
2020-10-01,south_carolina,,2020
2020-11-01,south_carolina,,2020
2020-12-01,south_carolina,,2020
2021-01-01,south_carolina,,2021
2021-02-01,south_carolina,,2021
2021-03-01,south_carolina,,2021
2021-04-01,south_carolina,,2021
2021-05-01,south_carolina,,2021
2021-06-01,south_carolina,,2021
2021-07-01,south_carolina,,2021
2021-08-01,south_carolina,,2021
2021-09-01,south_carolina,,2021
2021-10-01,south_carolina,,2021
2021-11-01,south_carolina,,2021
2021-12-01,south_carolina,,2021
2022-01-01,south_carolina,,2022
2022-02-01,south_carolina,,2022
2022-03-01,south_carolina,,2022
2022-04-01,south_carolina,,2022
2022-05-01,south_carolina,,2022
2022-06-01,south_carolina,,2022
2022-07-01,south_carolina,,2022
2022-08-01,south_carolina,,2022
2022-09-01,south_carolina,,2022
2022-10-01,south_carolina,,2022
2022-11-01,south_carolina,,2022
2022-12-01,south_carolina,,2022
2023-01-01,south_carolina,,2023
2023-02-01,south_carolina,,2023
2001-01-01,south_dakota,0.0,2001
2001-02-01,south_dakota,0.0,2001
2001-03-01,south_dakota,0.0,2001
2001-04-01,south_dakota,0.0,2001
2001-05-01,south_dakota,0.0,2001
2001-06-01,south_dakota,0.0,2001
2001-07-01,south_dakota,0.0,2001
2001-08-01,south_dakota,0.0,2001
2001-09-01,south_dakota,0.0,2001
2001-10-01,south_dakota,0.0,2001
2001-11-01,south_dakota,0.0,2001
2001-12-01,south_dakota,0.0,2001
2002-01-01,south_dakota,0.0,2002
2002-02-01,south_dakota,1.0,2002
2002-03-01,south_dakota,0.0,2002
2002-04-01,south_dakota,1.0,2002
2002-05-01,south_dakota,1.0,2002
2002-06-01,south_dakota,0.0,2002
2002-07-01,south_dakota,0.0,2002
2002-08-01,south_dakota,0.0,2002
2002-09-01,south_dakota,0.0,2002
2002-10-01,south_dakota,0.0,2002
2002-11-01,south_dakota,1.0,2002
2002-12-01,south_dakota,0.0,2002
2003-01-01,south_dakota,0.0,2003
2003-02-01,south_dakota,0.0,2003
2003-03-01,south_dakota,1.0,2003
2003-04-01,south_dakota,1.0,2003
2003-05-01,south_dakota,1.0,2003
2003-06-01,south_dakota,0.0,2003
2003-07-01,south_dakota,0.0,2003
2003-08-01,south_dakota,0.0,2003
2003-09-01,south_dakota,0.0,2003
2003-10-01,south_dakota,10.0,2003
2003-11-01,south_dakota,14.0,2003
2003-12-01,south_dakota,16.0,2003
2004-01-01,south_dakota,13.0,2004
2004-02-01,south_dakota,15.0,2004
2004-03-01,south_dakota,16.0,2004
2004-04-01,south_dakota,13.0,2004
2004-05-01,south_dakota,15.0,2004
2004-06-01,south_dakota,9.0,2004
2004-07-01,south_dakota,9.0,2004
2004-08-01,south_dakota,11.0,2004
2004-09-01,south_dakota,14.0,2004
2004-10-01,south_dakota,15.0,2004
2004-11-01,south_dakota,13.0,2004
2004-12-01,south_dakota,15.0,2004
2005-01-01,south_dakota,12.0,2005
2005-02-01,south_dakota,10.0,2005
2005-03-01,south_dakota,13.0,2005
2005-04-01,south_dakota,17.0,2005
2005-05-01,south_dakota,16.0,2005
2005-06-01,south_dakota,13.0,2005
2005-07-01,south_dakota,12.0,2005
2005-08-01,south_dakota,10.0,2005
2005-09-01,south_dakota,14.0,2005
2005-10-01,south_dakota,13.0,2005
2005-11-01,south_dakota,14.0,2005
2005-12-01,south_dakota,15.0,2005
2006-01-01,south_dakota,12.0,2006
2006-02-01,south_dakota,12.0,2006
2006-03-01,south_dakota,16.0,2006
2006-04-01,south_dakota,13.0,2006
2006-05-01,south_dakota,14.0,2006
2006-06-01,south_dakota,9.0,2006
2006-07-01,south_dakota,10.0,2006
2006-08-01,south_dakota,11.0,2006
2006-09-01,south_dakota,11.0,2006
2006-10-01,south_dakota,13.0,2006
2006-11-01,south_dakota,12.0,2006
2006-12-01,south_dakota,14.0,2006
2007-01-01,south_dakota,16.0,2007
2007-02-01,south_dakota,11.0,2007
2007-03-01,south_dakota,14.0,2007
2007-04-01,south_dakota,12.0,2007
2007-05-01,south_dakota,15.0,2007
2007-06-01,south_dakota,12.0,2007
2007-07-01,south_dakota,10.0,2007
2007-08-01,south_dakota,9.0,2007
2007-09-01,south_dakota,15.0,2007
2007-10-01,south_dakota,14.0,2007
2007-11-01,south_dakota,13.0,2007
2007-12-01,south_dakota,10.0,2007
2008-01-01,south_dakota,11.0,2008
2008-02-01,south_dakota,9.0,2008
2008-03-01,south_dakota,10.0,2008
2008-04-01,south_dakota,14.0,2008
2008-05-01,south_dakota,12.0,2008
2008-06-01,south_dakota,9.0,2008
2008-07-01,south_dakota,8.0,2008
2008-08-01,south_dakota,8.0,2008
2008-09-01,south_dakota,10.0,2008
2008-10-01,south_dakota,14.0,2008
2008-11-01,south_dakota,15.0,2008
2008-12-01,south_dakota,26.0,2008
2009-01-01,south_dakota,17.0,2009
2009-02-01,south_dakota,25.0,2009
2009-03-01,south_dakota,25.0,2009
2009-04-01,south_dakota,53.0,2009
2009-05-01,south_dakota,45.0,2009
2009-06-01,south_dakota,25.0,2009
2009-07-01,south_dakota,27.0,2009
2009-08-01,south_dakota,33.0,2009
2009-09-01,south_dakota,37.0,2009
2009-10-01,south_dakota,43.0,2009
2009-11-01,south_dakota,41.0,2009
2009-12-01,south_dakota,49.0,2009
2010-01-01,south_dakota,84.0,2010
2010-02-01,south_dakota,60.0,2010
2010-03-01,south_dakota,99.0,2010
2010-04-01,south_dakota,130.0,2010
2010-05-01,south_dakota,150.0,2010
2010-06-01,south_dakota,102.0,2010
2010-07-01,south_dakota,97.0,2010
2010-08-01,south_dakota,119.0,2010
2010-09-01,south_dakota,132.0,2010
2010-10-01,south_dakota,130.0,2010
2010-11-01,south_dakota,134.0,2010
2010-12-01,south_dakota,134.0,2010
2011-01-01,south_dakota,183.0,2011
2011-02-01,south_dakota,264.0,2011
2011-03-01,south_dakota,234.0,2011
2011-04-01,south_dakota,263.0,2011
2011-05-01,south_dakota,283.0,2011
2011-06-01,south_dakota,208.0,2011
2011-07-01,south_dakota,149.0,2011
2011-08-01,south_dakota,157.0,2011
2011-09-01,south_dakota,142.0,2011
2011-10-01,south_dakota,253.0,2011
2011-11-01,south_dakota,275.0,2011
2011-12-01,south_dakota,257.0,2011
2012-01-01,south_dakota,232.0,2012
2012-02-01,south_dakota,182.0,2012
2012-03-01,south_dakota,234.0,2012
2012-04-01,south_dakota,231.0,2012
2012-05-01,south_dakota,218.0,2012
2012-06-01,south_dakota,187.0,2012
2012-07-01,south_dakota,153.0,2012
2012-08-01,south_dakota,145.0,2012
2012-09-01,south_dakota,162.0,2012
2012-10-01,south_dakota,234.0,2012
2012-11-01,south_dakota,206.0,2012
2012-12-01,south_dakota,170.0,2012
2013-01-01,south_dakota,260.0,2013
2013-02-01,south_dakota,213.0,2013
2013-03-01,south_dakota,230.0,2013
2013-04-01,south_dakota,272.0,2013
2013-05-01,south_dakota,236.0,2013
2013-06-01,south_dakota,201.0,2013
2013-07-01,south_dakota,157.0,2013
2013-08-01,south_dakota,150.0,2013
2013-09-01,south_dakota,202.0,2013
2013-10-01,south_dakota,256.0,2013
2013-11-01,south_dakota,284.0,2013
2013-12-01,south_dakota,227.0,2013
2014-01-01,south_dakota,258.0,2014
2014-02-01,south_dakota,200.0,2014
2014-03-01,south_dakota,216.0,2014
2014-04-01,south_dakota,221.0,2014
2014-05-01,south_dakota,192.0,2014
2014-06-01,south_dakota,150.0,2014
2014-07-01,south_dakota,155.0,2014
2014-08-01,south_dakota,101.0,2014
2014-09-01,south_dakota,185.0,2014
2014-10-01,south_dakota,217.0,2014
2014-11-01,south_dakota,250.0,2014
2014-12-01,south_dakota,191.0,2014
2015-01-01,south_dakota,244.0,2015
2015-02-01,south_dakota,193.0,2015
2015-03-01,south_dakota,226.0,2015
2015-04-01,south_dakota,235.0,2015
2015-05-01,south_dakota,213.0,2015
2015-06-01,south_dakota,158.0,2015
2015-07-01,south_dakota,159.0,2015
2015-08-01,south_dakota,185.0,2015
2015-09-01,south_dakota,207.0,2015
2015-10-01,south_dakota,245.0,2015
2015-11-01,south_dakota,251.0,2015
2015-12-01,south_dakota,182.0,2015
2016-01-01,south_dakota,274.0,2016
2016-02-01,south_dakota,299.0,2016
2016-03-01,south_dakota,338.0,2016
2016-04-01,south_dakota,383.0,2016
2016-05-01,south_dakota,280.0,2016
2016-06-01,south_dakota,288.0,2016
2016-07-01,south_dakota,235.0,2016
2016-08-01,south_dakota,222.0,2016
2016-09-01,south_dakota,305.0,2016
2016-10-01,south_dakota,334.0,2016
2016-11-01,south_dakota,342.0,2016
2016-12-01,south_dakota,414.0,2016
2017-01-01,south_dakota,252.0,2017
2017-02-01,south_dakota,273.0,2017
2017-03-01,south_dakota,304.0,2017
2017-04-01,south_dakota,285.0,2017
2017-05-01,south_dakota,258.0,2017
2017-06-01,south_dakota,223.0,2017
2017-07-01,south_dakota,161.0,2017
2017-08-01,south_dakota,133.0,2017
2017-09-01,south_dakota,224.0,2017
2017-10-01,south_dakota,295.0,2017
2017-11-01,south_dakota,266.0,2017
2017-12-01,south_dakota,283.0,2017
2018-01-01,south_dakota,289.0,2018
2018-02-01,south_dakota,238.0,2018
2018-03-01,south_dakota,280.0,2018
2018-04-01,south_dakota,268.0,2018
2018-05-01,south_dakota,204.0,2018
2018-06-01,south_dakota,245.0,2018
2018-07-01,south_dakota,143.0,2018
2018-08-01,south_dakota,182.0,2018
2018-09-01,south_dakota,230.0,2018
2018-10-01,south_dakota,240.0,2018
2018-11-01,south_dakota,244.0,2018
2018-12-01,south_dakota,274.0,2018
2019-01-01,south_dakota,222.0,2019
2019-02-01,south_dakota,189.0,2019
2019-03-01,south_dakota,257.0,2019
2019-04-01,south_dakota,260.0,2019
2019-05-01,south_dakota,211.0,2019
2019-06-01,south_dakota,180.0,2019
2019-07-01,south_dakota,183.0,2019
2019-08-01,south_dakota,150.0,2019
2019-09-01,south_dakota,247.0,2019
2019-10-01,south_dakota,275.0,2019
2019-11-01,south_dakota,295.0,2019
2019-12-01,south_dakota,320.0,2019
2020-01-01,south_dakota,337.0,2020
2020-02-01,south_dakota,433.0,2020
2020-03-01,south_dakota,477.0,2020
2020-04-01,south_dakota,424.0,2020
2020-05-01,south_dakota,415.0,2020
2020-06-01,south_dakota,442.0,2020
2020-07-01,south_dakota,337.0,2020
2020-08-01,south_dakota,410.0,2020
2020-09-01,south_dakota,467.0,2020
2020-10-01,south_dakota,532.0,2020
2020-11-01,south_dakota,591.0,2020
2020-12-01,south_dakota,680.0,2020
2021-01-01,south_dakota,682.0,2021
2021-02-01,south_dakota,565.0,2021
2021-03-01,south_dakota,827.0,2021
2021-04-01,south_dakota,916.0,2021
2021-05-01,south_dakota,792.0,2021
2021-06-01,south_dakota,673.0,2021
2021-07-01,south_dakota,641.0,2021
2021-08-01,south_dakota,834.0,2021
2021-09-01,south_dakota,793.0,2021
2021-10-01,south_dakota,835.0,2021
2021-11-01,south_dakota,893.0,2021
2021-12-01,south_dakota,875.0,2021
2022-01-01,south_dakota,917.0,2022
2022-02-01,south_dakota,967.0,2022
2022-03-01,south_dakota,1089.0,2022
2022-04-01,south_dakota,1070.0,2022
2022-05-01,south_dakota,711.0,2022
2022-06-01,south_dakota,715.0,2022
2022-07-01,south_dakota,683.0,2022
2022-08-01,south_dakota,661.0,2022
2022-09-01,south_dakota,756.0,2022
2022-10-01,south_dakota,919.0,2022
2022-11-01,south_dakota,991.0,2022
2022-12-01,south_dakota,846.0,2022
2023-01-01,south_dakota,778.0,2023
2023-02-01,south_dakota,996.0,2023
2001-01-01,tennessee,,2001
2001-02-01,tennessee,,2001
2001-03-01,tennessee,,2001
2001-04-01,tennessee,,2001
2001-05-01,tennessee,,2001
2001-06-01,tennessee,,2001
2001-07-01,tennessee,,2001
2001-08-01,tennessee,,2001
2001-09-01,tennessee,,2001
2001-10-01,tennessee,,2001
2001-11-01,tennessee,,2001
2001-12-01,tennessee,,2001
2002-01-01,tennessee,1.0,2002
2002-02-01,tennessee,0.0,2002
2002-03-01,tennessee,1.0,2002
2002-04-01,tennessee,0.0,2002
2002-05-01,tennessee,0.0,2002
2002-06-01,tennessee,0.0,2002
2002-07-01,tennessee,0.0,2002
2002-08-01,tennessee,0.0,2002
2002-09-01,tennessee,0.0,2002
2002-10-01,tennessee,0.0,2002
2002-11-01,tennessee,0.0,2002
2002-12-01,tennessee,0.0,2002
2003-01-01,tennessee,0.0,2003
2003-02-01,tennessee,0.0,2003
2003-03-01,tennessee,0.0,2003
2003-04-01,tennessee,0.0,2003
2003-05-01,tennessee,0.0,2003
2003-06-01,tennessee,0.0,2003
2003-07-01,tennessee,0.0,2003
2003-08-01,tennessee,0.0,2003
2003-09-01,tennessee,0.0,2003
2003-10-01,tennessee,0.0,2003
2003-11-01,tennessee,1.0,2003
2003-12-01,tennessee,1.0,2003
2004-01-01,tennessee,0.0,2004
2004-02-01,tennessee,0.0,2004
2004-03-01,tennessee,1.0,2004
2004-04-01,tennessee,0.0,2004
2004-05-01,tennessee,0.0,2004
2004-06-01,tennessee,0.0,2004
2004-07-01,tennessee,0.0,2004
2004-08-01,tennessee,0.0,2004
2004-09-01,tennessee,0.0,2004
2004-10-01,tennessee,0.0,2004
2004-11-01,tennessee,1.0,2004
2004-12-01,tennessee,0.0,2004
2005-01-01,tennessee,1.0,2005
2005-02-01,tennessee,0.0,2005
2005-03-01,tennessee,0.0,2005
2005-04-01,tennessee,0.0,2005
2005-05-01,tennessee,0.0,2005
2005-06-01,tennessee,0.0,2005
2005-07-01,tennessee,0.0,2005
2005-08-01,tennessee,0.0,2005
2005-09-01,tennessee,0.0,2005
2005-10-01,tennessee,0.0,2005
2005-11-01,tennessee,1.0,2005
2005-12-01,tennessee,0.0,2005
2006-01-01,tennessee,7.0,2006
2006-02-01,tennessee,5.0,2006
2006-03-01,tennessee,6.0,2006
2006-04-01,tennessee,5.0,2006
2006-05-01,tennessee,4.0,2006
2006-06-01,tennessee,2.0,2006
2006-07-01,tennessee,3.0,2006
2006-08-01,tennessee,2.0,2006
2006-09-01,tennessee,4.0,2006
2006-10-01,tennessee,5.0,2006
2006-11-01,tennessee,6.0,2006
2006-12-01,tennessee,6.0,2006
2007-01-01,tennessee,8.0,2007
2007-02-01,tennessee,5.0,2007
2007-03-01,tennessee,5.0,2007
2007-04-01,tennessee,5.0,2007
2007-05-01,tennessee,2.0,2007
2007-06-01,tennessee,2.0,2007
2007-07-01,tennessee,3.0,2007
2007-08-01,tennessee,1.0,2007
2007-09-01,tennessee,2.0,2007
2007-10-01,tennessee,5.0,2007
2007-11-01,tennessee,6.0,2007
2007-12-01,tennessee,7.0,2007
2008-01-01,tennessee,5.0,2008
2008-02-01,tennessee,5.0,2008
2008-03-01,tennessee,6.0,2008
2008-04-01,tennessee,4.0,2008
2008-05-01,tennessee,6.0,2008
2008-06-01,tennessee,3.0,2008
2008-07-01,tennessee,1.0,2008
2008-08-01,tennessee,1.0,2008
2008-09-01,tennessee,3.0,2008
2008-10-01,tennessee,3.0,2008
2008-11-01,tennessee,4.0,2008
2008-12-01,tennessee,8.0,2008
2009-01-01,tennessee,5.0,2009
2009-02-01,tennessee,5.0,2009
2009-03-01,tennessee,7.0,2009
2009-04-01,tennessee,6.0,2009
2009-05-01,tennessee,5.0,2009
2009-06-01,tennessee,2.0,2009
2009-07-01,tennessee,3.0,2009
2009-08-01,tennessee,2.0,2009
2009-09-01,tennessee,2.0,2009
2009-10-01,tennessee,5.0,2009
2009-11-01,tennessee,3.0,2009
2009-12-01,tennessee,6.0,2009
2010-01-01,tennessee,4.0,2010
2010-02-01,tennessee,3.0,2010
2010-03-01,tennessee,4.0,2010
2010-04-01,tennessee,5.0,2010
2010-05-01,tennessee,5.0,2010
2010-06-01,tennessee,2.0,2010
2010-07-01,tennessee,1.0,2010
2010-08-01,tennessee,1.0,2010
2010-09-01,tennessee,2.0,2010
2010-10-01,tennessee,4.0,2010
2010-11-01,tennessee,5.0,2010
2010-12-01,tennessee,4.0,2010
2011-01-01,tennessee,4.0,2011
2011-02-01,tennessee,6.0,2011
2011-03-01,tennessee,6.0,2011
2011-04-01,tennessee,8.0,2011
2011-05-01,tennessee,4.0,2011
2011-06-01,tennessee,3.0,2011
2011-07-01,tennessee,1.0,2011
2011-08-01,tennessee,2.0,2011
2011-09-01,tennessee,3.0,2011
2011-10-01,tennessee,4.0,2011
2011-11-01,tennessee,8.0,2011
2011-12-01,tennessee,6.0,2011
2012-01-01,tennessee,7.0,2012
2012-02-01,tennessee,6.0,2012
2012-03-01,tennessee,5.0,2012
2012-04-01,tennessee,5.0,2012
2012-05-01,tennessee,2.0,2012
2012-06-01,tennessee,2.0,2012
2012-07-01,tennessee,2.0,2012
2012-08-01,tennessee,1.0,2012
2012-09-01,tennessee,3.0,2012
2012-10-01,tennessee,4.0,2012
2012-11-01,tennessee,3.0,2012
2012-12-01,tennessee,7.0,2012
2013-01-01,tennessee,5.0,2013
2013-02-01,tennessee,4.0,2013
2013-03-01,tennessee,4.0,2013
2013-04-01,tennessee,5.0,2013
2013-05-01,tennessee,4.0,2013
2013-06-01,tennessee,3.0,2013
2013-07-01,tennessee,2.0,2013
2013-08-01,tennessee,2.0,2013
2013-09-01,tennessee,2.0,2013
2013-10-01,tennessee,3.0,2013
2013-11-01,tennessee,6.0,2013
2013-12-01,tennessee,6.0,2013
2014-01-01,tennessee,7.0,2014
2014-02-01,tennessee,5.0,2014
2014-03-01,tennessee,5.0,2014
2014-04-01,tennessee,6.0,2014
2014-05-01,tennessee,4.0,2014
2014-06-01,tennessee,2.0,2014
2014-07-01,tennessee,2.0,2014
2014-08-01,tennessee,2.0,2014
2014-09-01,tennessee,2.0,2014
2014-10-01,tennessee,5.0,2014
2014-11-01,tennessee,6.0,2014
2014-12-01,tennessee,4.0,2014
2015-01-01,tennessee,5.0,2015
2015-02-01,tennessee,4.0,2015
2015-03-01,tennessee,5.0,2015
2015-04-01,tennessee,6.0,2015
2015-05-01,tennessee,3.0,2015
2015-06-01,tennessee,2.0,2015
2015-07-01,tennessee,2.0,2015
2015-08-01,tennessee,1.0,2015
2015-09-01,tennessee,1.0,2015
2015-10-01,tennessee,4.0,2015
2015-11-01,tennessee,5.0,2015
2015-12-01,tennessee,8.0,2015
2016-01-01,tennessee,4.0,2016
2016-02-01,tennessee,4.0,2016
2016-03-01,tennessee,6.0,2016
2016-04-01,tennessee,4.0,2016
2016-05-01,tennessee,3.0,2016
2016-06-01,tennessee,1.0,2016
2016-07-01,tennessee,2.0,2016
2016-08-01,tennessee,1.0,2016
2016-09-01,tennessee,1.0,2016
2016-10-01,tennessee,3.0,2016
2016-11-01,tennessee,3.0,2016
2016-12-01,tennessee,4.0,2016
2017-01-01,tennessee,4.0,2017
2017-02-01,tennessee,4.0,2017
2017-03-01,tennessee,5.0,2017
2017-04-01,tennessee,4.0,2017
2017-05-01,tennessee,4.0,2017
2017-06-01,tennessee,3.0,2017
2017-07-01,tennessee,3.0,2017
2017-08-01,tennessee,2.0,2017
2017-09-01,tennessee,3.0,2017
2017-10-01,tennessee,4.0,2017
2017-11-01,tennessee,4.0,2017
2017-12-01,tennessee,4.0,2017
2018-01-01,tennessee,4.0,2018
2018-02-01,tennessee,4.0,2018
2018-03-01,tennessee,4.0,2018
2018-04-01,tennessee,4.0,2018
2018-05-01,tennessee,4.0,2018
2018-06-01,tennessee,4.0,2018
2018-07-01,tennessee,2.0,2018
2018-08-01,tennessee,3.0,2018
2018-09-01,tennessee,3.0,2018
2018-10-01,tennessee,3.0,2018
2018-11-01,tennessee,3.0,2018
2018-12-01,tennessee,4.0,2018
2019-01-01,tennessee,3.0,2019
2019-02-01,tennessee,3.0,2019
2019-03-01,tennessee,3.0,2019
2019-04-01,tennessee,4.0,2019
2019-05-01,tennessee,3.0,2019
2019-06-01,tennessee,3.0,2019
2019-07-01,tennessee,3.0,2019
2019-08-01,tennessee,3.0,2019
2019-09-01,tennessee,3.0,2019
2019-10-01,tennessee,4.0,2019
2019-11-01,tennessee,3.0,2019
2019-12-01,tennessee,3.0,2019
2020-01-01,tennessee,3.0,2020
2020-02-01,tennessee,4.0,2020
2020-03-01,tennessee,4.0,2020
2020-04-01,tennessee,3.0,2020
2020-05-01,tennessee,3.0,2020
2020-06-01,tennessee,4.0,2020
2020-07-01,tennessee,3.0,2020
2020-08-01,tennessee,3.0,2020
2020-09-01,tennessee,3.0,2020
2020-10-01,tennessee,3.0,2020
2020-11-01,tennessee,4.0,2020
2020-12-01,tennessee,3.0,2020
2021-01-01,tennessee,2.0,2021
2021-02-01,tennessee,2.0,2021
2021-03-01,tennessee,3.0,2021
2021-04-01,tennessee,3.0,2021
2021-05-01,tennessee,3.0,2021
2021-06-01,tennessee,2.0,2021
2021-07-01,tennessee,2.0,2021
2021-08-01,tennessee,2.0,2021
2021-09-01,tennessee,2.0,2021
2021-10-01,tennessee,2.0,2021
2021-11-01,tennessee,3.0,2021
2021-12-01,tennessee,3.0,2021
2022-01-01,tennessee,,2022
2022-02-01,tennessee,,2022
2022-03-01,tennessee,,2022
2022-04-01,tennessee,,2022
2022-05-01,tennessee,,2022
2022-06-01,tennessee,,2022
2022-07-01,tennessee,,2022
2022-08-01,tennessee,,2022
2022-09-01,tennessee,,2022
2022-10-01,tennessee,,2022
2022-11-01,tennessee,,2022
2022-12-01,tennessee,,2022
2023-01-01,tennessee,,2023
2023-02-01,tennessee,,2023
2001-01-01,texas,84.0,2001
2001-02-01,texas,142.0,2001
2001-03-01,texas,88.0,2001
2001-04-01,texas,115.0,2001
2001-05-01,texas,103.0,2001
2001-06-01,texas,92.0,2001
2001-07-01,texas,76.0,2001
2001-08-01,texas,56.0,2001
2001-09-01,texas,76.0,2001
2001-10-01,texas,123.0,2001
2001-11-01,texas,89.0,2001
2001-12-01,texas,143.0,2001
2002-01-01,texas,287.0,2002
2002-02-01,texas,195.0,2002
2002-03-01,texas,238.0,2002
2002-04-01,texas,237.0,2002
2002-05-01,texas,264.0,2002
2002-06-01,texas,258.0,2002
2002-07-01,texas,218.0,2002
2002-08-01,texas,248.0,2002
2002-09-01,texas,164.0,2002
2002-10-01,texas,173.0,2002
2002-11-01,texas,170.0,2002
2002-12-01,texas,204.0,2002
2003-01-01,texas,171.0,2003
2003-02-01,texas,190.0,2003
2003-03-01,texas,215.0,2003
2003-04-01,texas,260.0,2003
2003-05-01,texas,209.0,2003
2003-06-01,texas,213.0,2003
2003-07-01,texas,240.0,2003
2003-08-01,texas,193.0,2003
2003-09-01,texas,196.0,2003
2003-10-01,texas,168.0,2003
2003-11-01,texas,228.0,2003
2003-12-01,texas,286.0,2003
2004-01-01,texas,253.0,2004
2004-02-01,texas,251.0,2004
2004-03-01,texas,293.0,2004
2004-04-01,texas,305.0,2004
2004-05-01,texas,393.0,2004
2004-06-01,texas,289.0,2004
2004-07-01,texas,221.0,2004
2004-08-01,texas,160.0,2004
2004-09-01,texas,209.0,2004
2004-10-01,texas,212.0,2004
2004-11-01,texas,238.0,2004
2004-12-01,texas,313.0,2004
2005-01-01,texas,312.0,2005
2005-02-01,texas,209.0,2005
2005-03-01,texas,350.0,2005
2005-04-01,texas,432.0,2005
2005-05-01,texas,385.0,2005
2005-06-01,texas,451.0,2005
2005-07-01,texas,309.0,2005
2005-08-01,texas,261.0,2005
2005-09-01,texas,315.0,2005
2005-10-01,texas,348.0,2005
2005-11-01,texas,325.0,2005
2005-12-01,texas,541.0,2005
2006-01-01,texas,535.0,2006
2006-02-01,texas,425.0,2006
2006-03-01,texas,552.0,2006
2006-04-01,texas,605.0,2006
2006-05-01,texas,632.0,2006
2006-06-01,texas,488.0,2006
