date,region,production,month,year
2001-01-01,east_north_central,4.0,jan,2001
2001-02-01,east_north_central,4.0,feb,2001
2001-03-01,east_north_central,3.0,mar,2001
2001-04-01,east_north_central,5.0,apr,2001
2001-05-01,east_north_central,4.0,may,2001
2001-06-01,east_north_central,4.0,jun,2001
2001-07-01,east_north_central,4.0,jul,2001
2001-08-01,east_north_central,4.0,ago,2001
2001-09-01,east_north_central,6.0,sep,2001
2001-10-01,east_north_central,12.0,oct,2001
2001-11-01,east_north_central,11.0,nov,2001
2001-12-01,east_north_central,10.0,dec,2001
2002-01-01,east_north_central,5.0,jan,2002
2002-02-01,east_north_central,6.0,feb,2002
2002-03-01,east_north_central,5.0,mar,2002
2002-04-01,east_north_central,5.0,apr,2002
2002-05-01,east_north_central,4.0,may,2002
2002-06-01,east_north_central,2.0,jun,2002
2002-07-01,east_north_central,2.0,jul,2002
2002-08-01,east_north_central,2.0,ago,2002
2002-09-01,east_north_central,3.0,sep,2002
2002-10-01,east_north_central,3.0,oct,2002
2002-11-01,east_north_central,4.0,nov,2002
2002-12-01,east_north_central,5.0,dec,2002
2003-01-01,east_north_central,7.0,jan,2003
2003-02-01,east_north_central,10.0,feb,2003
2003-03-01,east_north_central,12.0,mar,2003
2003-04-01,east_north_central,12.0,apr,2003
2003-05-01,east_north_central,10.0,may,2003
2003-06-01,east_north_central,7.0,jun,2003
2003-07-01,east_north_central,8.0,jul,2003
2003-08-01,east_north_central,6.0,ago,2003
2003-09-01,east_north_central,10.0,sep,2003
2003-10-01,east_north_central,10.0,oct,2003
2003-11-01,east_north_central,13.0,nov,2003
2003-12-01,east_north_central,14.0,dec,2003
2004-01-01,east_north_central,11.0,jan,2004
2004-02-01,east_north_central,13.0,feb,2004
2004-03-01,east_north_central,21.0,mar,2004
2004-04-01,east_north_central,20.0,apr,2004
2004-05-01,east_north_central,18.0,may,2004
2004-06-01,east_north_central,10.0,jun,2004
2004-07-01,east_north_central,7.0,jul,2004
2004-08-01,east_north_central,9.0,ago,2004
2004-09-01,east_north_central,13.0,sep,2004
2004-10-01,east_north_central,20.0,oct,2004
2004-11-01,east_north_central,17.0,nov,2004
2004-12-01,east_north_central,26.0,dec,2004
2005-01-01,east_north_central,15.0,jan,2005
2005-02-01,east_north_central,15.0,feb,2005
2005-03-01,east_north_central,20.0,mar,2005
2005-04-01,east_north_central,21.0,apr,2005
2005-05-01,east_north_central,18.0,may,2005
2005-06-01,east_north_central,13.0,jun,2005
2005-07-01,east_north_central,9.0,jul,2005
2005-08-01,east_north_central,6.0,ago,2005
2005-09-01,east_north_central,14.0,sep,2005
2005-10-01,east_north_central,16.0,oct,2005
2005-11-01,east_north_central,27.0,nov,2005
2005-12-01,east_north_central,75.0,dec,2005
2006-01-01,east_north_central,32.0,jan,2006
2006-02-01,east_north_central,29.0,feb,2006
2006-03-01,east_north_central,35.0,mar,2006
2006-04-01,east_north_central,43.0,apr,2006
2006-05-01,east_north_central,31.0,may,2006
2006-06-01,east_north_central,20.0,jun,2006
2006-07-01,east_north_central,19.0,jul,2006
2006-08-01,east_north_central,15.0,ago,2006
2006-09-01,east_north_central,22.0,sep,2006
2006-10-01,east_north_central,40.0,oct,2006
2006-11-01,east_north_central,38.0,nov,2006
2006-12-01,east_north_central,50.0,dec,2006
2007-01-01,east_north_central,40.0,jan,2007
2007-02-01,east_north_central,33.0,feb,2007
2007-03-01,east_north_central,41.0,mar,2007
2007-04-01,east_north_central,64.0,apr,2007
2007-05-01,east_north_central,77.0,may,2007
2007-06-01,east_north_central,47.0,jun,2007
2007-07-01,east_north_central,31.0,jul,2007
2007-08-01,east_north_central,31.0,ago,2007
2007-09-01,east_north_central,77.0,sep,2007
2007-10-01,east_north_central,119.0,oct,2007
2007-11-01,east_north_central,109.0,nov,2007
2007-12-01,east_north_central,121.0,dec,2007
2008-01-01,east_north_central,256.0,jan,2008
2008-02-01,east_north_central,200.0,feb,2008
2008-03-01,east_north_central,215.0,mar,2008
2008-04-01,east_north_central,244.0,apr,2008
2008-05-01,east_north_central,264.0,may,2008
2008-06-01,east_north_central,224.0,jun,2008
2008-07-01,east_north_central,151.0,jul,2008
2008-08-01,east_north_central,120.0,ago,2008
2008-09-01,east_north_central,161.0,sep,2008
2008-10-01,east_north_central,364.0,oct,2008
2008-11-01,east_north_central,446.0,nov,2008
2008-12-01,east_north_central,575.0,dec,2008
2009-01-01,east_north_central,430.0,jan,2009
2009-02-01,east_north_central,560.0,feb,2009
2009-03-01,east_north_central,549.0,mar,2009
2009-04-01,east_north_central,620.0,apr,2009
2009-05-01,east_north_central,442.0,may,2009
2009-06-01,east_north_central,290.0,jun,2009
2009-07-01,east_north_central,206.0,jul,2009
2009-08-01,east_north_central,300.0,ago,2009
2009-09-01,east_north_central,190.0,sep,2009
2009-10-01,east_north_central,513.0,oct,2009
2009-11-01,east_north_central,667.0,nov,2009
2009-12-01,east_north_central,822.0,dec,2009
2010-01-01,east_north_central,782.0,jan,2010
2010-02-01,east_north_central,516.0,feb,2010
2010-03-01,east_north_central,748.0,mar,2010
2010-04-01,east_north_central,994.0,apr,2010
2010-05-01,east_north_central,729.0,may,2010
2010-06-01,east_north_central,448.0,jun,2010
2010-07-01,east_north_central,399.0,jul,2010
2010-08-01,east_north_central,372.0,ago,2010
2010-09-01,east_north_central,743.0,sep,2010
2010-10-01,east_north_central,995.0,oct,2010
2010-11-01,east_north_central,1174.0,nov,2010
2010-12-01,east_north_central,951.0,dec,2010
2011-01-01,east_north_central,839.0,jan,2011
2011-02-01,east_north_central,1172.0,feb,2011
2011-03-01,east_north_central,1071.0,mar,2011
2011-04-01,east_north_central,1327.0,apr,2011
2011-05-01,east_north_central,972.0,may,2011
2011-06-01,east_north_central,735.0,jun,2011
2011-07-01,east_north_central,400.0,jul,2011
2011-08-01,east_north_central,382.0,ago,2011
2011-09-01,east_north_central,694.0,sep,2011
2011-10-01,east_north_central,931.0,oct,2011
2011-11-01,east_north_central,1597.0,nov,2011
2011-12-01,east_north_central,1220.0,dec,2011
2012-01-01,east_north_central,1710.0,jan,2012
2012-02-01,east_north_central,1223.0,feb,2012
2012-03-01,east_north_central,1632.0,mar,2012
2012-04-01,east_north_central,1511.0,apr,2012
2012-05-01,east_north_central,1102.0,may,2012
2012-06-01,east_north_central,1003.0,jun,2012
2012-07-01,east_north_central,580.0,jul,2012
2012-08-01,east_north_central,535.0,ago,2012
2012-09-01,east_north_central,825.0,sep,2012
2012-10-01,east_north_central,1491.0,oct,2012
2012-11-01,east_north_central,1170.0,nov,2012
2012-12-01,east_north_central,1830.0,dec,2012
2013-01-01,east_north_central,2280.0,jan,2013
2013-02-01,east_north_central,1671.0,feb,2013
2013-03-01,east_north_central,1836.0,mar,2013
2013-04-01,east_north_central,2065.0,apr,2013
2013-05-01,east_north_central,1524.0,may,2013
2013-06-01,east_north_central,1054.0,jun,2013
2013-07-01,east_north_central,794.0,jul,2013
2013-08-01,east_north_central,652.0,ago,2013
2013-09-01,east_north_central,996.0,sep,2013
2013-10-01,east_north_central,1486.0,oct,2013
2013-11-01,east_north_central,2366.0,nov,2013
2013-12-01,east_north_central,1886.0,dec,2013
2014-01-01,east_north_central,2528.0,jan,2014
2014-02-01,east_north_central,1711.0,feb,2014
2014-03-01,east_north_central,2055.0,mar,2014
2014-04-01,east_north_central,2188.0,apr,2014
2014-05-01,east_north_central,1684.0,may,2014
2014-06-01,east_north_central,1196.0,jun,2014
2014-07-01,east_north_central,1021.0,jul,2014
2014-08-01,east_north_central,699.0,ago,2014
2014-09-01,east_north_central,974.0,sep,2014
2014-10-01,east_north_central,1773.0,oct,2014
2014-11-01,east_north_central,2564.0,nov,2014
2014-12-01,east_north_central,1825.0,dec,2014
2015-01-01,east_north_central,2185.0,jan,2015
2015-02-01,east_north_central,1992.0,feb,2015
2015-03-01,east_north_central,2153.0,mar,2015
2015-04-01,east_north_central,2204.0,apr,2015
2015-05-01,east_north_central,1911.0,may,2015
2015-06-01,east_north_central,1199.0,jun,2015
2015-07-01,east_north_central,926.0,jul,2015
2015-08-01,east_north_central,995.0,ago,2015
2015-09-01,east_north_central,1272.0,sep,2015
2015-10-01,east_north_central,2500.0,oct,2015
2015-11-01,east_north_central,2801.0,nov,2015
2015-12-01,east_north_central,2714.0,dec,2015
2016-01-01,east_north_central,2753.0,jan,2016
2016-02-01,east_north_central,2502.0,feb,2016
2016-03-01,east_north_central,2262.0,mar,2016
2016-04-01,east_north_central,2071.0,apr,2016
2016-05-01,east_north_central,1782.0,may,2016
2016-06-01,east_north_central,1338.0,jun,2016
2016-07-01,east_north_central,967.0,jul,2016
2016-08-01,east_north_central,779.0,ago,2016
2016-09-01,east_north_central,1429.0,sep,2016
2016-10-01,east_north_central,2034.0,oct,2016
2016-11-01,east_north_central,2340.0,nov,2016
2016-12-01,east_north_central,2761.0,dec,2016
2017-01-01,east_north_central,2379.0,jan,2017
2017-02-01,east_north_central,2590.0,feb,2017
2017-03-01,east_north_central,2740.0,mar,2017
2017-04-01,east_north_central,2682.0,apr,2017
2017-05-01,east_north_central,2269.0,may,2017
2017-06-01,east_north_central,1931.0,jun,2017
2017-07-01,east_north_central,977.0,jul,2017
2017-08-01,east_north_central,875.0,ago,2017
2017-09-01,east_north_central,1114.0,sep,2017
2017-10-01,east_north_central,2544.0,oct,2017
2017-11-01,east_north_central,2787.0,nov,2017
2017-12-01,east_north_central,2888.0,dec,2017
2018-01-01,east_north_central,3505.0,jan,2018
2018-02-01,east_north_central,2569.0,feb,2018
2018-03-01,east_north_central,2860.0,mar,2018
2018-04-01,east_north_central,2322.0,apr,2018
2018-05-01,east_north_central,1950.0,may,2018
2018-06-01,east_north_central,1373.0,jun,2018
2018-07-01,east_north_central,1175.0,jul,2018
2018-08-01,east_north_central,1247.0,ago,2018
2018-09-01,east_north_central,1440.0,sep,2018
2018-10-01,east_north_central,2565.0,oct,2018
2018-11-01,east_north_central,2414.0,nov,2018
2018-12-01,east_north_central,2761.0,dec,2018
2019-01-01,east_north_central,3176.0,jan,2019
2019-02-01,east_north_central,2769.0,feb,2019
2019-03-01,east_north_central,3149.0,mar,2019
2019-04-01,east_north_central,3424.0,apr,2019
2019-05-01,east_north_central,2405.0,may,2019
2019-06-01,east_north_central,2143.0,jun,2019
2019-07-01,east_north_central,1387.0,jul,2019
2019-08-01,east_north_central,1196.0,ago,2019
2019-09-01,east_north_central,1796.0,sep,2019
2019-10-01,east_north_central,2731.0,oct,2019
2019-11-01,east_north_central,2652.0,nov,2019
2019-12-01,east_north_central,3594.0,dec,2019
2020-01-01,east_north_central,2981.0,jan,2020
2020-02-01,east_north_central,3206.0,feb,2020
2020-03-01,east_north_central,3286.0,mar,2020
2020-04-01,east_north_central,3161.0,apr,2020
2020-05-01,east_north_central,2704.0,may,2020
2020-06-01,east_north_central,2072.0,jun,2020
2020-07-01,east_north_central,1258.0,jul,2020
2020-08-01,east_north_central,1197.0,ago,2020
2020-09-01,east_north_central,2250.0,sep,2020
2020-10-01,east_north_central,3128.0,oct,2020
2020-11-01,east_north_central,4361.0,nov,2020
2020-12-01,east_north_central,3699.0,dec,2020
2021-01-01,east_north_central,3121.0,jan,2021
2021-02-01,east_north_central,3488.0,feb,2021
2021-03-01,east_north_central,4605.0,mar,2021
2021-04-01,east_north_central,3535.0,apr,2021
2021-05-01,east_north_central,3001.0,may,2021
2021-06-01,east_north_central,2558.0,jun,2021
2021-07-01,east_north_central,1609.0,jul,2021
2021-08-01,east_north_central,1593.0,ago,2021
2021-09-01,east_north_central,3128.0,sep,2021
2021-10-01,east_north_central,3089.0,oct,2021
2021-11-01,east_north_central,4452.0,nov,2021
2021-12-01,east_north_central,4687.0,dec,2021
2022-01-01,east_north_central,4592.0,jan,2022
2022-02-01,east_north_central,4753.0,feb,2022
2022-03-01,east_north_central,4829.0,mar,2022
2022-04-01,east_north_central,4896.0,apr,2022
2022-05-01,east_north_central,4171.0,may,2022
2022-06-01,east_north_central,2859.0,jun,2022
2022-07-01,east_north_central,2366.0,jul,2022
2022-08-01,east_north_central,2080.0,ago,2022
2022-09-01,east_north_central,2531.0,sep,2022
2022-10-01,east_north_central,4230.0,oct,2022
2022-11-01,east_north_central,5075.0,nov,2022
2022-12-01,east_north_central,4509.0,dec,2022
2023-01-01,east_north_central,3906.0,jan,2023
2023-02-01,east_north_central,4806.0,feb,2023
2001-01-01,east_south_central,,jan,2001
2001-02-01,east_south_central,,feb,2001
2001-03-01,east_south_central,,mar,2001
2001-04-01,east_south_central,,apr,2001
2001-05-01,east_south_central,,may,2001
2001-06-01,east_south_central,,jun,2001
2001-07-01,east_south_central,,jul,2001
2001-08-01,east_south_central,,ago,2001
2001-09-01,east_south_central,,sep,2001
2001-10-01,east_south_central,,oct,2001
2001-11-01,east_south_central,,nov,2001
2001-12-01,east_south_central,,dec,2001
2002-01-01,east_south_central,1.0,jan,2002
2002-02-01,east_south_central,0.0,feb,2002
2002-03-01,east_south_central,1.0,mar,2002
2002-04-01,east_south_central,0.0,apr,2002
2002-05-01,east_south_central,0.0,may,2002
2002-06-01,east_south_central,0.0,jun,2002
2002-07-01,east_south_central,0.0,jul,2002
2002-08-01,east_south_central,0.0,ago,2002
2002-09-01,east_south_central,0.0,sep,2002
2002-10-01,east_south_central,0.0,oct,2002
2002-11-01,east_south_central,0.0,nov,2002
2002-12-01,east_south_central,0.0,dec,2002
2003-01-01,east_south_central,0.0,jan,2003
2003-02-01,east_south_central,0.0,feb,2003
2003-03-01,east_south_central,0.0,mar,2003
2003-04-01,east_south_central,0.0,apr,2003
2003-05-01,east_south_central,0.0,may,2003
2003-06-01,east_south_central,0.0,jun,2003
2003-07-01,east_south_central,0.0,jul,2003
2003-08-01,east_south_central,0.0,ago,2003
2003-09-01,east_south_central,0.0,sep,2003
2003-10-01,east_south_central,0.0,oct,2003
2003-11-01,east_south_central,1.0,nov,2003
2003-12-01,east_south_central,1.0,dec,2003
2004-01-01,east_south_central,0.0,jan,2004
2004-02-01,east_south_central,0.0,feb,2004
2004-03-01,east_south_central,1.0,mar,2004
2004-04-01,east_south_central,0.0,apr,2004
2004-05-01,east_south_central,0.0,may,2004
2004-06-01,east_south_central,0.0,jun,2004
2004-07-01,east_south_central,0.0,jul,2004
2004-08-01,east_south_central,0.0,ago,2004
2004-09-01,east_south_central,0.0,sep,2004
2004-10-01,east_south_central,0.0,oct,2004
2004-11-01,east_south_central,1.0,nov,2004
2004-12-01,east_south_central,0.0,dec,2004
2005-01-01,east_south_central,1.0,jan,2005
2005-02-01,east_south_central,0.0,feb,2005
2005-03-01,east_south_central,0.0,mar,2005
2005-04-01,east_south_central,0.0,apr,2005
2005-05-01,east_south_central,0.0,may,2005
2005-06-01,east_south_central,0.0,jun,2005
2005-07-01,east_south_central,0.0,jul,2005
2005-08-01,east_south_central,0.0,ago,2005
2005-09-01,east_south_central,0.0,sep,2005
2005-10-01,east_south_central,0.0,oct,2005
2005-11-01,east_south_central,1.0,nov,2005
2005-12-01,east_south_central,0.0,dec,2005
2006-01-01,east_south_central,7.0,jan,2006
2006-02-01,east_south_central,5.0,feb,2006
2006-03-01,east_south_central,6.0,mar,2006
2006-04-01,east_south_central,5.0,apr,2006
2006-05-01,east_south_central,4.0,may,2006
2006-06-01,east_south_central,2.0,jun,2006
2006-07-01,east_south_central,3.0,jul,2006
2006-08-01,east_south_central,2.0,ago,2006
2006-09-01,east_south_central,4.0,sep,2006
2006-10-01,east_south_central,5.0,oct,2006
2006-11-01,east_south_central,6.0,nov,2006
2006-12-01,east_south_central,6.0,dec,2006
2007-01-01,east_south_central,8.0,jan,2007
2007-02-01,east_south_central,5.0,feb,2007
2007-03-01,east_south_central,5.0,mar,2007
2007-04-01,east_south_central,5.0,apr,2007
2007-05-01,east_south_central,2.0,may,2007
2007-06-01,east_south_central,2.0,jun,2007
2007-07-01,east_south_central,3.0,jul,2007
2007-08-01,east_south_central,1.0,ago,2007
2007-09-01,east_south_central,2.0,sep,2007
2007-10-01,east_south_central,5.0,oct,2007
2007-11-01,east_south_central,6.0,nov,2007
2007-12-01,east_south_central,7.0,dec,2007
2008-01-01,east_south_central,5.0,jan,2008
2008-02-01,east_south_central,5.0,feb,2008
2008-03-01,east_south_central,6.0,mar,2008
2008-04-01,east_south_central,4.0,apr,2008
2008-05-01,east_south_central,6.0,may,2008
2008-06-01,east_south_central,3.0,jun,2008
2008-07-01,east_south_central,1.0,jul,2008
2008-08-01,east_south_central,1.0,ago,2008
2008-09-01,east_south_central,3.0,sep,2008
2008-10-01,east_south_central,3.0,oct,2008
2008-11-01,east_south_central,4.0,nov,2008
2008-12-01,east_south_central,8.0,dec,2008
2009-01-01,east_south_central,5.0,jan,2009
2009-02-01,east_south_central,5.0,feb,2009
2009-03-01,east_south_central,7.0,mar,2009
2009-04-01,east_south_central,6.0,apr,2009
2009-05-01,east_south_central,5.0,may,2009
2009-06-01,east_south_central,2.0,jun,2009
2009-07-01,east_south_central,3.0,jul,2009
2009-08-01,east_south_central,2.0,ago,2009
2009-09-01,east_south_central,2.0,sep,2009
2009-10-01,east_south_central,5.0,oct,2009
2009-11-01,east_south_central,3.0,nov,2009
2009-12-01,east_south_central,6.0,dec,2009
2010-01-01,east_south_central,4.0,jan,2010
2010-02-01,east_south_central,3.0,feb,2010
2010-03-01,east_south_central,4.0,mar,2010
2010-04-01,east_south_central,5.0,apr,2010
2010-05-01,east_south_central,5.0,may,2010
2010-06-01,east_south_central,2.0,jun,2010
2010-07-01,east_south_central,1.0,jul,2010
2010-08-01,east_south_central,1.0,ago,2010
2010-09-01,east_south_central,2.0,sep,2010
2010-10-01,east_south_central,4.0,oct,2010
2010-11-01,east_south_central,5.0,nov,2010
2010-12-01,east_south_central,4.0,dec,2010
2011-01-01,east_south_central,4.0,jan,2011
2011-02-01,east_south_central,6.0,feb,2011
2011-03-01,east_south_central,6.0,mar,2011
2011-04-01,east_south_central,8.0,apr,2011
2011-05-01,east_south_central,4.0,may,2011
2011-06-01,east_south_central,3.0,jun,2011
2011-07-01,east_south_central,1.0,jul,2011
2011-08-01,east_south_central,2.0,ago,2011
2011-09-01,east_south_central,3.0,sep,2011
2011-10-01,east_south_central,4.0,oct,2011
2011-11-01,east_south_central,8.0,nov,2011
2011-12-01,east_south_central,6.0,dec,2011
2012-01-01,east_south_central,7.0,jan,2012
2012-02-01,east_south_central,6.0,feb,2012
2012-03-01,east_south_central,5.0,mar,2012
2012-04-01,east_south_central,5.0,apr,2012
2012-05-01,east_south_central,2.0,may,2012
2012-06-01,east_south_central,2.0,jun,2012
2012-07-01,east_south_central,2.0,jul,2012
2012-08-01,east_south_central,1.0,ago,2012
2012-09-01,east_south_central,3.0,sep,2012
2012-10-01,east_south_central,4.0,oct,2012
2012-11-01,east_south_central,3.0,nov,2012
2012-12-01,east_south_central,7.0,dec,2012
2013-01-01,east_south_central,5.0,jan,2013
2013-02-01,east_south_central,4.0,feb,2013
2013-03-01,east_south_central,4.0,mar,2013
2013-04-01,east_south_central,5.0,apr,2013
2013-05-01,east_south_central,4.0,may,2013
2013-06-01,east_south_central,3.0,jun,2013
2013-07-01,east_south_central,2.0,jul,2013
2013-08-01,east_south_central,2.0,ago,2013
2013-09-01,east_south_central,2.0,sep,2013
2013-10-01,east_south_central,3.0,oct,2013
2013-11-01,east_south_central,6.0,nov,2013
2013-12-01,east_south_central,6.0,dec,2013
2014-01-01,east_south_central,7.0,jan,2014
2014-02-01,east_south_central,5.0,feb,2014
2014-03-01,east_south_central,5.0,mar,2014
2014-04-01,east_south_central,6.0,apr,2014
2014-05-01,east_south_central,4.0,may,2014
2014-06-01,east_south_central,2.0,jun,2014
2014-07-01,east_south_central,2.0,jul,2014
2014-08-01,east_south_central,2.0,ago,2014
2014-09-01,east_south_central,2.0,sep,2014
2014-10-01,east_south_central,5.0,oct,2014
2014-11-01,east_south_central,6.0,nov,2014
2014-12-01,east_south_central,4.0,dec,2014
2015-01-01,east_south_central,5.0,jan,2015
2015-02-01,east_south_central,4.0,feb,2015
2015-03-01,east_south_central,5.0,mar,2015
2015-04-01,east_south_central,6.0,apr,2015
2015-05-01,east_south_central,3.0,may,2015
2015-06-01,east_south_central,2.0,jun,2015
2015-07-01,east_south_central,2.0,jul,2015
2015-08-01,east_south_central,1.0,ago,2015
2015-09-01,east_south_central,1.0,sep,2015
2015-10-01,east_south_central,4.0,oct,2015
2015-11-01,east_south_central,5.0,nov,2015
2015-12-01,east_south_central,8.0,dec,2015
2016-01-01,east_south_central,4.0,jan,2016
2016-02-01,east_south_central,4.0,feb,2016
2016-03-01,east_south_central,6.0,mar,2016
2016-04-01,east_south_central,4.0,apr,2016
2016-05-01,east_south_central,3.0,may,2016
2016-06-01,east_south_central,1.0,jun,2016
2016-07-01,east_south_central,2.0,jul,2016
2016-08-01,east_south_central,1.0,ago,2016
2016-09-01,east_south_central,1.0,sep,2016
2016-10-01,east_south_central,3.0,oct,2016
2016-11-01,east_south_central,3.0,nov,2016
2016-12-01,east_south_central,4.0,dec,2016
2017-01-01,east_south_central,4.0,jan,2017
2017-02-01,east_south_central,4.0,feb,2017
2017-03-01,east_south_central,5.0,mar,2017
2017-04-01,east_south_central,4.0,apr,2017
2017-05-01,east_south_central,4.0,may,2017
2017-06-01,east_south_central,3.0,jun,2017
2017-07-01,east_south_central,3.0,jul,2017
2017-08-01,east_south_central,2.0,ago,2017
2017-09-01,east_south_central,3.0,sep,2017
2017-10-01,east_south_central,4.0,oct,2017
2017-11-01,east_south_central,4.0,nov,2017
2017-12-01,east_south_central,4.0,dec,2017
2018-01-01,east_south_central,4.0,jan,2018
2018-02-01,east_south_central,4.0,feb,2018
2018-03-01,east_south_central,4.0,mar,2018
2018-04-01,east_south_central,4.0,apr,2018
2018-05-01,east_south_central,4.0,may,2018
2018-06-01,east_south_central,4.0,jun,2018
2018-07-01,east_south_central,2.0,jul,2018
2018-08-01,east_south_central,3.0,ago,2018
2018-09-01,east_south_central,3.0,sep,2018
2018-10-01,east_south_central,3.0,oct,2018
2018-11-01,east_south_central,3.0,nov,2018
2018-12-01,east_south_central,4.0,dec,2018
2019-01-01,east_south_central,3.0,jan,2019
2019-02-01,east_south_central,3.0,feb,2019
2019-03-01,east_south_central,3.0,mar,2019
2019-04-01,east_south_central,4.0,apr,2019
2019-05-01,east_south_central,3.0,may,2019
2019-06-01,east_south_central,3.0,jun,2019
2019-07-01,east_south_central,3.0,jul,2019
2019-08-01,east_south_central,3.0,ago,2019
2019-09-01,east_south_central,3.0,sep,2019
